ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
NEUDI_126568	CNAG_06393	CPAR2_204530	CR05560WA	AFUB_098650	SPBC13G1.13	MGG_00397	CAGL0J06842g	NEUTE1DRAFT_87562	FGRAMPH1_01G09597	AN7015	NCU05523	SAKL0H08096g	Skud_16.158	Sbay_16.188	Spar_16.203	Smik_6.321	NP_015203.1	XP_003675496.1
NEUDI_70936	CNAG_03931	CPAR2_703020	C701970CA	AFUB_093170	SPBC27B12.13	MGG_08637	CAGL0I05720g	NEUTE1DRAFT_57808	FGRAMPH1_01G24541	AN6510	NCU01179	SAKL0A02310g	Skud_13.371	Sbay_13.385	Spar_13.400	Smik_13.411	NP_013930.1	XP_003676376.1
NEUDI_154529	CNAG_03356	CPAR2_200330	CR10520CA	AFUB_074170	SPBP4H10.21c	MGG_01611	CAGL0G04587g	NEUTE1DRAFT_115516	FGRAMPH1_01G01237	AN3940	NCU09261	SAKL0C09570g	Skud_4.763	Sbay_2.665	Spar_4.857	Smik_4.766	NP_010777.3	XP_003678260.1
NEUDI_100057	CNAG_04360	CPAR2_403700	C403730CA	AFUB_041080	SPAPB18E9.01	MGG_04562	CAGL0H07183g	NEUTE1DRAFT_126230	FGRAMPH1_01G03109	AN10361	NCU09311	SAKL0G09130g	Skud_8.127	Sbay_15.259	Spar_8.147	Smik_8.141	NP_011937.1	XP_003677824.1
NEUDI_169464	CNAG_01373	CPAR2_204200	CR04570CA	AFUB_008260	SPAC821.06	MGG_06726	CAGL0G06754g	NEUTE1DRAFT_84780	FGRAMPH1_01G19335	AN1394	NCU03515	SAKL0D08844g	Skud_3.63	Sbay_3.21	Spar_3.81	Smik_3.82	NP_009928.1	XP_003677567.1
NEUDI_105143	CNAG_03640	CPAR2_405340	C305110WA	AFUB_068690	SPAC1486.02c	MGG_03951	CAGL0K01199g	NEUTE1DRAFT_65986	FGRAMPH1_01G17361	AN12299	NCU03459	SAKL0C08118g	Skud_15.79	Sbay_15.92	Spar_15.104	Smik_15.85	NP_014568.1	XP_003674984.1
NEUDI_125424	CNAG_03424	CPAR2_402450	C400620CA	AFUB_082190	SPAC1071.04c	MGG_10832	CAGL0K10758g		FGRAMPH1_01G18305	AN1525	NCU00965	SAKL0G16918g	Skud_13.91	Sbay_13.104	Spar_13.96	Smik_13.91	NP_013657.1	XP_003673228.1
	CNAG_04487	CPAR2_801280	CR02330CA				CAGL0B00462g					SAKL0C00660g	Skud_3.9	Sbay_3.158	Spar_3.28	Smik_3.20	NP_009876.1	XP_003675358.1
	CNAG_05363	CPAR2_703520		AFUB_066910	SPBC3E7.13c	MGG_05180	CAGL0I10538g		FGRAMPH1_01G23053	AN1861	NCU00361	SAKL0F02816g	Skud_7.440	Sbay_7.417	Spar_7.456	Smik_6.225	NP_011645.3	XP_003676513.1
NEUDI_127280	CNAG_01039	CPAR2_804930	C109830WA	AFUB_040290	SPCC1919.05	MGG_03269	CAGL0G10087g	NEUTE1DRAFT_85051	FGRAMPH1_01G20031	AN3014	NCU09438	SAKL0F16236g	Skud_16.493	Sbay_16.521	Spar_16.564	Smik_16.453	NP_015515.1	XP_003674466.1
NEUDI_115228		CPAR2_304010	C500490CA	AFUB_078340		MGG_08105	CAGL0J10428g	NEUTE1DRAFT_124859	FGRAMPH1_01G07897	AN3735	NCU03852	SAKL0E02530g	Skud_11.136	Sbay_11.133	Spar_11.166	Smik_11.148	NP_012831.1	XP_003673476.1
							CAGL0B01875g					SAKL0H16786g	Skud_4.380	Sbay_2.280	Spar_4.428	Smik_4.364	NP_001032575.1	XP_003674834.1
NEUDI_92331	CNAG_06997	CPAR2_210910	C202420CA	AFUB_014310	SPAC16.04	MGG_01205	CAGL0M09977g	NEUTE1DRAFT_126438	FGRAMPH1_01G01677	AN0818	NCU02619	SAKL0G15730g	Skud_12.485	Sbay_10.517	Spar_12.538	Smik_12.487	NP_013505.4	XP_003678475.1
NEUDI_99718	CNAG_04202	CPAR2_801580	C109010WA	AFUB_068950	SPCC1450.10c	MGG_14526	CAGL0J07590g	NEUTE1DRAFT_91105	FGRAMPH1_01G01223	AN3632	NCU03204	SAKL0G00352g	Skud_14.99	Sbay_14.103	Spar_14.103	Smik_14.95	NP_014159.1	XP_003673038.1
NEUDI_160667	CNAG_03025	CPAR2_501130	C406400CA	AFUB_059480	SPCC965.03	MGG_07086	CAGL0J11880g	NEUTE1DRAFT_145529	FGRAMPH1_01G14921	AN0110	NCU08035	SAKL0G04598g	Skud_5.38	Sbay_5.18	Spar_5.24	Smik_5.36	NP_010863.1	XP_003674154.1
NEUDI_126883		CPAR2_800770	CR01820WA	AFUB_025050	SPCC132.01c	MGG_02697	CAGL0L08822g	NEUTE1DRAFT_71883	FGRAMPH1_01G10705	AN10769	NCU09191	SAKL0B02508g	Skud_16.274	Sbay_16.309	Spar_16.329	Smik_16.226	NP_015316.1	XP_003675759.1
		CPAR2_101110	C504770WA		SPAC3A12.08		CAGL0F09163g					SAKL0B12452g	Skud_5.325	Sbay_5.319	Spar_5.383	Smik_5.357	NP_011109.3	XP_003673588.1
NEUDI_152165	CNAG_03263	CPAR2_110470	C100590WA	AFUB_011640	SPBC9B6.04c	MGG_08162	CAGL0G09581g	NEUTE1DRAFT_116022	FGRAMPH1_01G24167	AN1084	NCU03737	SAKL0A07656g	Skud_15.354	Sbay_8.243	Spar_15.384	Smik_15.372	NP_014830.1	XP_003676886.1
							CAGL0H01573g					SAKL0C00836g	Skud_4.806	Sbay_2.714	Spar_4.903	Smik_4.813	NP_010821.3	XP_003672974.1
NEUDI_88706	CNAG_05416	CPAR2_602010	C602440CA	AFUB_051560	SPCC188.11	MGG_07472	CAGL0M11814g	NEUTE1DRAFT_58203	FGRAMPH1_01G19519	AN8180	NCU03799	SAKL0B10450g	Skud_1.29	Sbay_1.34	Spar_1.37	Smik_1.34	NP_009370.1	XP_003674971.1
NEUDI_88235	CNAG_00424	CPAR2_402510	C400570CA	AFUB_008710	SPCC1827.02c	MGG_01003	CAGL0B04015g	NEUTE1DRAFT_132093	FGRAMPH1_01G07051	AN1357	NCU03880	SAKL0G14476g	Skud_7.538	Sbay_7.496	Spar_7.559	Smik_16.104	NP_011718.1	XP_003676116.1
NEUDI_76167	CNAG_07822	CPAR2_803930	C108650CA	AFUB_077070	SPCC1235.04c	MGG_12267	CAGL0K01397g	NEUTE1DRAFT_93370	FGRAMPH1_01G08043	AN0591	NCU09233	SAKL0C08470g	Skud_4.210	Sbay_4.206	Spar_4.236	Smik_4.194	NP_010239.1	XP_003678229.1
NEUDI_169310	CNAG_00624	CPAR2_100760	C504550WA	AFUB_089180	SPBC15C4.01c	MGG_07480	CAGL0M09185g	NEUTE1DRAFT_77461	FGRAMPH1_01G24797	AN12208	NCU04651	SAKL0F14014g	Skud_10.309	Sbay_12.175	Spar_10.364	Smik_10.375	NP_012621.1	XP_003674414.1
NEUDI_159186	CNAG_03899	CPAR2_212250	C202760WA	AFUB_014610	SPAC1F5.06	MGG_06648	CAGL0F06369g	NEUTE1DRAFT_82975	FGRAMPH1_01G20551	AN0847	NCU09485	SAKL0B11990g	Skud_11.153	Sbay_11.150	Spar_11.184	Smik_11.165	NP_012850.1	XP_003677981.1
NEUDI_95562	CNAG_00401	CPAR2_501990	C503120WA	AFUB_065300	SPAC1952.01	MGG_01168	CAGL0H00220g	NEUTE1DRAFT_90147	FGRAMPH1_01G01749	AN3826	NCU00924	SAKL0F16060g	Skud_12.554	Sbay_10.579	Spar_12.606	Smik_12.558	NP_013564.1	XP_003674457.1
NEUDI_166475	CNAG_05103	CPAR2_213560	C200220CA	AFUB_082060	SPBC1198.13c	MGG_04761	CAGL0F08679g	NEUTE1DRAFT_92770	FGRAMPH1_01G02783	AN1538	NCU03047	SAKL0H22946g	Skud_7.291	Sbay_7.288	Spar_7.304	Smik_7.294	NP_011519.3	XP_003673461.1
NEUDI_94025	CNAG_03897	CPAR2_201380	C112760WA	AFUB_060830	SPCC613.08	MGG_01709	CAGL0A02673g	NEUTE1DRAFT_120903	FGRAMPH1_01G26703	AN6865	NCU07726	SAKL0G02112g	Skud_4.629	Sbay_2.532	Spar_4.602	Smik_4.626	NP_010648.3	XP_003677164.1
							CAGL0L03377g					SAKL0D05654g	Skud_10.125	Sbay_6.161	Spar_10.156	Smik_10.153	NP_012446.1	XP_003673880.1
							CAGL0L03223g					SAKL0D04774g	Skud_11.272	Sbay_11.269	Spar_11.324	Smik_11.299	NP_012963.3	XP_003675241.1
							CAGL0L05060g					SAKL0B12078g	Skud_11.151	Sbay_11.148	Spar_11.182	Smik_11.163	NP_012848.1	XP_003677979.1
							CAGL0L04994g					SAKL0B11924g	Skud_13.208	Sbay_13.225	Spar_13.222	Smik_13.231	NP_013767.1	XP_003678032.1
							CAGL0L06248g					SAKL0B06842g	Skud_2.213	Sbay_4.332	Spar_2.244	Smik_2.226	NP_061491.1	XP_003678143.1
							CAGL0L05918g					SAKL0H24420g	Skud_7.96	Sbay_7.88	Spar_7.102	Smik_7.96	NP_011340.1	XP_003675769.1
							CAGL0L08426g					SAKL0F02618g	Skud_16.445	Sbay_16.479	Spar_16.519	Smik_16.403	NP_015477.1	XP_003677194.1
							CAGL0L10428g					SAKL0G00858g	Skud_15.233	Sbay_8.117	Spar_15.266	Smik_15.246	NP_014709.1	XP_003677286.1
							CAGL0L08492g					SAKL0F02794g	Skud_16.443	Sbay_16.477	Spar_16.516	Smik_16.401	NP_015474.1	XP_003677191.1
		CPAR2_101510	C504960WA				CAGL0F07975g					SAKL0H02662g	Skud_7.571	Sbay_7.529	Spar_7.597	Smik_16.69	NP_011753.1	XP_003676893.1
		CPAR2_502620	C505010WA				CAGL0J05588g					SAKL0E09724g	Skud_14.244	Sbay_14.253	Spar_14.253	Smik_14.240	NP_014313.1	XP_003677515.1
		CPAR2_502280	C502350CA				CAGL0M10109g					SAKL0E02376g	Skud_11.138	Sbay_11.135	Spar_11.168	Smik_11.150	NP_012833.1	XP_003673447.1
		CPAR2_303840	C501100CA				CAGL0M11990g					SAKL0D14124g	Skud_1.20	Sbay_1.25	Spar_1.27	Smik_1.23	NP_009360.1	XP_003673696.1
		CPAR2_302510	C503240WA				CAGL0H08217g					SAKL0G07040g	Skud_15.191	Sbay_8.79	Spar_15.222	Smik_15.204	NP_014669.1	XP_003673655.1
		CPAR2_101220	C502590CA				CAGL0M04455g					SAKL0H15004g	Skud_12.209	Sbay_10.232	Spar_12.219	Smik_12.202	NP_013240.1	XP_003675673.1
		CPAR2_101240	C502610CA				CAGL0E04862g					SAKL0H12936g	Skud_4.479	Sbay_2.385	Spar_4.531	Smik_4.464	NP_010503.1	XP_003674741.1
							CAGL0I06710g					SAKL0H18810g	Skud_5.284	Sbay_5.275	Spar_5.338	Smik_5.312	NP_011074.3	XP_003673334.1
												SAKL0F12232g	Skud_2.43	Sbay_2.56	Spar_2.62	Smik_2.55	NP_009493.1	XP_003676695.1
NEUDI_167375		CPAR2_806570	C209940WA	AFUB_069420		MGG_00602	CAGL0L02475g	NEUTE1DRAFT_118181	FGRAMPH1_01G27467	AN3675	NCU04050	SAKL0F05082g	Skud_5.91	Sbay_5.73	Spar_5.97	Smik_5.104	NP_010907.3	XP_003678030.1
NEUDI_26696	CNAG_04525	CPAR2_502400	C500040CA	AFUB_078760	SPAC1002.11	MGG_03523	CAGL0L12232g	NEUTE1DRAFT_148074	FGRAMPH1_01G26069	AN10439	NCU02368	SAKL0H17050g	Skud_12.156	Sbay_10.172	Spar_12.162	Smik_12.147	NP_013189.1	XP_003674843.1
NEUDI_84192		CPAR2_303370	C500790CA	AFUB_052760	SPAC222.09	MGG_07203	CAGL0J07810g	NEUTE1DRAFT_138627	FGRAMPH1_01G03499	AN8276	NCU01695	SAKL0C03388g	Skud_14.87	Sbay_14.91	Spar_14.92	Smik_14.84	NP_014148.1	XP_003673027.1
		CPAR2_501410	C406090CA		SPBC3B8.11		CAGL0E02893g					SAKL0H21406g	Skud_2.98	Sbay_2.110	Spar_2.121	Smik_2.107	NP_009539.2	XP_003675907.1
NEUDI_88849	CNAG_06106	CPAR2_205020	CR06080WA	AFUB_054890	SPCC830.07c	MGG_08180	CAGL0H03707g	NEUTE1DRAFT_127880	FGRAMPH1_01G17179	AN2238	NCU03732	SAKL0D08778g	Skud_14.320	Sbay_14.341	Spar_14.356	Smik_14.321	NP_014391.1	XP_003675843.1
NEUDI_161040	CNAG_03358	CPAR2_602950	C600750CA	AFUB_009760	SPBC14F5.04c	MGG_05063	CAGL0L07722g	NEUTE1DRAFT_116277	FGRAMPH1_01G14205	AN1246	NCU07914	SAKL0D10384g	Skud_3.77	Sbay_3.38	Spar_3.98	Smik_3.98	NP_009938.2	XP_003677557.1
NEUDI_128440	CNAG_03674	CPAR2_102800	C300880WA	AFUB_068670	SPBC3H7.03c	MGG_12767	CAGL0G08712g	NEUTE1DRAFT_84319	FGRAMPH1_01G14975	AN5571	NCU05425	SAKL0E08866g	Skud_9.42	Sbay_9.66	Spar_9.48	Smik_9.44	NP_012141.1	XP_003675107.1
		CPAR2_808440	C306610WA				CAGL0J06160g					SAKL0E12518g	Skud_14.165	Sbay_14.172	Spar_14.172	Smik_14.161	NP_014233.1	XP_003677441.1
	CNAG_06772	CPAR2_104230	C207950WA		SPAC15F9.02		CAGL0J10340g					SAKL0A05962g	Skud_7.174	Sbay_7.166	Spar_7.183	Smik_7.173	NP_011415.1	XP_003676291.1
NEUDI_103310	CNAG_05537	CPAR2_602370	C601770WA	AFUB_032370	SPBC1734.06	MGG_04175	CAGL0J03586g	NEUTE1DRAFT_80563	FGRAMPH1_01G14857	AN7309	NCU05210	SAKL0A01474g	Skud_3.140	Sbay_3.104	Spar_3.167	Smik_3.167	NP_009992.1	XP_003676396.1
												SAKL0H00814g	Skud_13.485	Sbay_13.504	Spar_13.510	Smik_13.528	NP_014042.1	XP_003676172.1
							CAGL0L06842g					SAKL0E04972g	Skud_4.175	Sbay_4.167	Spar_4.200	Smik_4.156	NP_010203.1	XP_003673345.1
							CAGL0F07117g					SAKL0A06732g	Skud_7.151	Sbay_7.147	Spar_7.158	Smik_7.151	NP_011394.1	XP_003676271.1
NEUDI_98667		CPAR2_603580	C600430CA	AFUB_070410	SPBC651.11c	MGG_08098	CAGL0L02145g	NEUTE1DRAFT_132006	FGRAMPH1_01G06933	AN5641	NCU03998	SAKL0A09218g	Skud_2.419	Sbay_4.548	Spar_2.464	Smik_2.430	NP_009847.4	XP_003673432.1
NEUDI_70392		CPAR2_203430		AFUB_051750		MGG_07467	CAGL0F07007g	NEUTE1DRAFT_58210	FGRAMPH1_01G24681	AN9461	NCU03796	SAKL0A07238g	Skud_7.221	Sbay_7.212	Spar_7.230	Smik_7.221	NP_011456.5	XP_003676263.1
NEUDI_59225		CPAR2_403390	C403200CA	AFUB_053240	SPBC1105.15c	MGG_06264	CAGL0J10868g	NEUTE1DRAFT_129488	FGRAMPH1_01G18283	AN11129	NCU06180	SAKL0G09240g	Skud_8.124	Sbay_15.256	Spar_8.144	Smik_8.138	NP_011934.1	XP_003677827.1
NEUDI_155535		CPAR2_602670	C601370WA	AFUB_054370	SPCC1919.02	MGG_06288	CAGL0B00506g	NEUTE1DRAFT_63018	FGRAMPH1_01G18013	AN2240	NCU00101	SAKL0C00726g	Skud_3.11	Sbay_3.160	Spar_3.30	Smik_3.22	NP_009878.1	XP_003675356.1
		CPAR2_403620	C403680CA				CAGL0H07293g					SAKL0G09262g	Skud_4.577	Sbay_2.482	Spar_4.691	Smik_4.567	NP_010600.1	XP_003675654.1
		CPAR2_209370	C111050WA				CAGL0D05236g					SAKL0F07326g	Skud_6.121	Sbay_6.106	Spar_6.144	Smik_7.348	NP_116689.1	XP_003676620.1
NEUDI_154968	CNAG_02927	CPAR2_100910	C504340WA	AFUB_005670	SPAC13F5.05	MGG_06786	CAGL0M04741g	NEUTE1DRAFT_89942	FGRAMPH1_01G27265	AN0248	NCU00813	SAKL0H04818g	Skud_15.451	Sbay_8.336	Spar_15.493	Smik_15.468	NP_014931.3	XP_003674525.1
NEUDI_104110		CPAR2_102870	C302440CA	AFUB_076070	SPBC14F5.08	MGG_08341	CAGL0E01551g	NEUTE1DRAFT_16401	FGRAMPH1_01G17725	AN2123	NCU05944	SAKL0C13200g	Skud_15.19	Sbay_15.25	Spar_15.35	Smik_15.19	NP_014506.1	XP_003675801.1
							CAGL0L06336g					SAKL0H17490g	Skud_4.361	Sbay_2.262	Spar_4.409	Smik_4.346	NP_010388.1	XP_003674850.1
		CPAR2_105080	C103860CA				CAGL0J07480g					SAKL0E14344g	Skud_14.105	Sbay_14.110	Spar_14.109	Smik_14.101	NP_014166.1	XP_003677371.1
		CPAR2_301500	C700510WA				CAGL0M07590g					SAKL0D13530g	Skud_13.175	Sbay_13.188	Spar_13.182	Smik_13.185	NP_013734.1	XP_003673317.1
		CPAR2_203190	CR06780WA				CAGL0M06699g					SAKL0E07260g	Skud_9.89	Sbay_9.115	Spar_9.98	Smik_9.100	NP_012182.1	XP_003675071.1
		CPAR2_209550	C205810WA				CAGL0G01474g					SAKL0E08074g	Skud_14.289	Sbay_14.298	Spar_14.306	Smik_14.286	NP_014356.1	XP_003677633.1
							CAGL0J05214g					SAKL0D06930g	Skud_10.158	Sbay_6.137	Spar_10.183	Smik_10.179	NP_012474.1	XP_003673860.1
NEUDI_153963	CNAG_00811	CPAR2_500060	C407090CA	AFUB_068970	SPBC16G5.08	MGG_05168	CAGL0A02574g		FGRAMPH1_01G01521	AN3634	NCU04411	SAKL0G02002g	Skud_4.624	Sbay_2.527	Spar_4.607	Smik_4.621	NP_010641.3	XP_003677159.1
							CAGL0A01694g					SAKL0H20900g	Skud_7.248	Sbay_7.239	Spar_7.263	Smik_7.250	NP_011479.1	XP_003673136.1
							CAGL0A02475g					SAKL0G01826g	Skud_4.620	Sbay_2.523	Spar_4.611	Smik_4.617	NP_010637.4	XP_003677155.1
							CAGL0A00913g					SAKL0H22814g	Skud_12.404	Sbay_10.416	Spar_12.447	Smik_12.405	NP_013424.1	XP_003678417.1
							CAGL0A02838g					SAKL0G02552g	Skud_4.638	Sbay_2.541	Spar_4.591	Smik_4.635	NP_010657.3	XP_003677177.1
							CAGL0A02860g					SAKL0G02596g	Skud_4.639	Sbay_2.542	Spar_4.590	Smik_4.636	NP_010658.3	XP_003677178.1
							CAGL0K03459g					SAKL0E03696g	Skud_13.266	Sbay_13.286	Spar_13.287	Smik_13.296	NP_013825.1	XP_003673379.1
							CAGL0F04235g					SAKL0B06776g	Skud_2.72	Sbay_2.88	Spar_2.88	Smik_2.84	NP_009522.1	XP_003674028.1
NEUDI_84131		CPAR2_402160	C400200CA	AFUB_052770	SPBC428.11	MGG_07195	CAGL0D06402g	NEUTE1DRAFT_65014	FGRAMPH1_01G03483	AN8277	NCU01652	SAKL0H23892g	Skud_12.384	Sbay_10.397	Spar_12.424	Smik_12.383	NP_013406.1	XP_003673522.1
							CAGL0C05423g					SAKL0E13662g	Skud_4.24	Sbay_4.14	Spar_4.36	Smik_4.11	NP_010051.1	XP_003675968.1
NEUDI_93763	CNAG_03925	CPAR2_100450	C500860WA	AFUB_035350	SPBC336.13c	MGG_16764	CAGL0F05951g	NEUTE1DRAFT_40829	FGRAMPH1_01G19793	AN3149	NCU16791	SAKL0B11264g	Skud_13.191	Sbay_13.204	Spar_13.200	Smik_13.205	NP_013749.1	XP_003674227.1
		CPAR2_806640	C209770CA		SPBC577.13		CAGL0J02134g					SAKL0F04862g	Skud_9.176	Sbay_9.206	Spar_9.198	Smik_9.198	NP_012264.3	XP_003674250.1
NEUDI_167486	CNAG_03521	CPAR2_407830	C210770WA	AFUB_006760	SPAC22A12.05	MGG_03072	CAGL0H08415g	NEUTE1DRAFT_133901	FGRAMPH1_01G10243	AN4219	NCU00570	SAKL0D03190g	Skud_4.299	Sbay_2.202	Spar_4.346	Smik_4.283	NP_010330.1	XP_003674006.1
NEUDI_95131	CNAG_04896	CPAR2_603160	C601050WA	AFUB_065430	SPCC576.06c	MGG_00665	CAGL0H05775g	NEUTE1DRAFT_92721	FGRAMPH1_01G01881	AN1709	NCU03030	SAKL0H09196g	Skud_16.185	Sbay_16.214	Spar_16.230	Smik_16.139	NP_015228.1	XP_003674653.1
NEUDI_85098	CNAG_06468	CPAR2_806790	C306030WA	AFUB_027260	SPBC651.01c	MGG_07136	CAGL0H05709g	NEUTE1DRAFT_38258	FGRAMPH1_01G19651	AN5865	NCU05289	SAKL0H09306g	Skud_16.190	Sbay_16.219	Spar_16.235	Smik_16.144	NP_015232.1	XP_003674658.1
							CAGL0L06798g					SAKL0E04928g	Skud_4.178	Sbay_4.170	Spar_4.203	Smik_4.158	NP_010205.1	XP_003673347.1
NEUDI_153089	CNAG_00709	CPAR2_404610	C306400CA	AFUB_023220	SPCC1183.06	MGG_03632	CAGL0G07084g	NEUTE1DRAFT_88874	FGRAMPH1_01G02291	AN7435	NCU07482	SAKL0G05544g	Skud_13.130	Sbay_13.138	Spar_13.132	Smik_13.130	NP_013691.1	XP_003677928.1
NEUDI_97960	CNAG_02122	CPAR2_401000	C401500WA	AFUB_005050	SPBC2G5.03	MGG_04613	CAGL0K09416g	NEUTE1DRAFT_68471	FGRAMPH1_01G10067	AN0450	NCU04780	SAKL0F01848g	Skud_7.57	Sbay_7.50	Spar_7.55	Smik_7.52	NP_011304.2	XP_003676490.1
NEUDI_166661	CNAG_00923		C304720CA	AFUB_002510	SPAC2G11.09	MGG_08731	CAGL0G08338g	NEUTE1DRAFT_132786	FGRAMPH1_01G26489	AN10056	NCU00789	SAKL0H13618g	Skud_12.316	Sbay_10.336	Spar_12.351	Smik_12.301	NP_013342.1	XP_003675640.1
NEUDI_158555	CNAG_05999	CPAR2_213620	C200160CA	AFUB_063120	SPBC106.07c	MGG_00783	CAGL0E03003g	NEUTE1DRAFT_58765	FGRAMPH1_01G06955	AN4309	NCU04644	SAKL0H21120g	Skud_7.470	Sbay_7.438	Spar_7.481	Smik_6.251	NP_011663.3	XP_003675912.1
NEUDI_93534	CNAG_04354	CPAR2_104890	C206110WA	AFUB_051930	SPAC2F3.11	MGG_08801	CAGL0L08602g	NEUTE1DRAFT_121091	FGRAMPH1_01G16885	AN3779	NCU06310	SAKL0G18744g	Skud_8.268	Sbay_15.405	Spar_8.310	Smik_8.291	NP_012071.1	XP_003673579.1
NEUDI_80573	CNAG_06548	CPAR2_303260	C501410CA	AFUB_056810	SPAC25H1.07	MGG_02867	CAGL0B00660g	NEUTE1DRAFT_93026	FGRAMPH1_01G00701	AN4728	NCU00614	SAKL0C01056g	Skud_3.18	Sbay_3.167	Spar_3.37	Smik_3.30	NP_009884.1	XP_003675350.1
NEUDI_92967	CNAG_05373	CPAR2_201860	C112570CA	AFUB_058700	SPCC11E10.06c	MGG_07081	CAGL0H05863g	NEUTE1DRAFT_99701	FGRAMPH1_01G14897	AN0191	NCU08031	SAKL0H09108g	Skud_16.181	Sbay_16.210	Spar_16.226	Smik_16.135	NP_015224.1	XP_003674651.1
NEUDI_125807	CNAG_01391	CPAR2_601620	C602610CA	AFUB_067120	SPBC9B6.10	MGG_04990	CAGL0E00913g	NEUTE1DRAFT_117095	FGRAMPH1_01G23023	AN2051	NCU00472	SAKL0H14674g	Skud_4.426	Sbay_2.332	Spar_4.475	Smik_4.412	NP_010452.1	XP_003674788.1
							CAGL0B04103g					SAKL0F06006g	Skud_16.396	Sbay_16.437	Spar_16.463	Smik_16.352	NP_015434.1	XP_003674090.1
							CAGL0I00528g					SAKL0A07678g	Skud_12.378	Sbay_10.392	Spar_12.418	Smik_12.375	NP_013401.1	XP_003676251.1
NEUDI_89922	CNAG_03751	CPAR2_502230	C503990WA	AFUB_053380	SPAC1F5.08c	MGG_12128	CAGL0M03597g	NEUTE1DRAFT_57146	FGRAMPH1_01G24773	AN8842	NCU06703	SAKL0C12210g	Skud_14.46	Sbay_14.48	Spar_14.44	Smik_14.40	NP_014108.1	XP_003673929.1
							CAGL0K00385g					SAKL0A10142g	Skud_11.13	Sbay_11.13	Spar_11.23	Smik_11.17	NP_012714.1	XP_003677589.1
							CAGL0J06050g					SAKL0E12298g	Skud_14.173	Sbay_14.179	Spar_14.179	Smik_14.168	NP_014239.1	XP_003677448.1
												SAKL0G14212g	Skud_10.235	Sbay_12.96	Spar_10.283	Smik_10.291	NP_012545.1	XP_003676124.1
		CPAR2_102980	C302580CA				CAGL0H03355g					SAKL0A04818g	Skud_7.203	Sbay_7.191	Spar_7.211	Smik_7.204	NP_011436.1	XP_003676315.1
		CPAR2_110230	C103040WA				CAGL0D00506g					SAKL0G16148g	Skud_11.43	Sbay_11.41	Spar_11.66	Smik_11.47	NP_012738.1	XP_003673212.1
		CPAR2_501880	C502780WA		SPCC290.04		CAGL0D03652g					SAKL0A03564g	Skud_13.345	Sbay_13.360	Spar_13.374	Smik_13.384	NP_013904.1	XP_003676336.1
		CPAR2_703630	C703320CA				CAGL0J07524g					SAKL0E14388g	Skud_14.103	Sbay_14.108	Spar_14.107	Smik_14.99	NP_014163.1	XP_003673041.1
		CPAR2_207190	C108520CA		SPAC4F8.05c		CAGL0K06391g					SAKL0G06248g	Skud_4.738	Sbay_2.638	Spar_4.832	Smik_4.741	NP_010750.1	XP_003673730.1
NEUDI_19697				AFUB_074950	SPCC645.13	MGG_12463		NEUTE1DRAFT_88328	FGRAMPH1_01G17735	AN1777	NCU05943	SAKL0A08756g	Skud_11.226	Sbay_11.224	Spar_11.275	Smik_11.251	NP_012921.3	XP_003673504.1
							CAGL0M04917g					SAKL0B05126g	Skud_13.401	Sbay_13.416	Spar_13.415	Smik_13.440	NP_013959.1	XP_003675444.1
		CPAR2_302960	C503930CA									SAKL0G03542g	Skud_15.301	Sbay_8.189	Spar_15.327	Smik_15.317	NP_014780.3	XP_003677883.1
NEUDI_88658	CNAG_05282	CPAR2_105400	C104630CA	AFUB_094330	SPAC6C3.06c	MGG_04066	CAGL0L00715g	NEUTE1DRAFT_58154	FGRAMPH1_01G17221	AN6614	NCU03818	SAKL0F08514g	Skud_9.121	Sbay_9.152	Spar_9.133	Smik_9.142	NP_012216.1	XP_003674283.1
NEUDI_62817	CNAG_07926	CPAR2_401040	C401440WA	AFUB_065170	SPBC2G2.11	MGG_07229	CAGL0A04059g	NEUTE1DRAFT_123655	FGRAMPH1_01G27193	AN3839	NCU17177	SAKL0F11528g	Skud_12.260	Sbay_10.291	Spar_12.303	Smik_12.255	NP_013296.1	XP_003676712.1
	CNAG_05475	CPAR2_204750	CR06750CA	AFUB_027180	SPAC323.02c	MGG_07130	CAGL0I02442g	NEUTE1DRAFT_121593	FGRAMPH1_01G19633	AN5872	NCU05295	SAKL0H02068g	Skud_7.586	Sbay_7.549	Spar_7.614	Smik_16.54	NP_011769.1	XP_003676078.1
NEUDI_135148	CNAG_06235	CPAR2_301490	C700490CA	AFUB_049480	SPAC16E8.14c	MGG_05014	CAGL0I09240g	NEUTE1DRAFT_76613	FGRAMPH1_01G05815	AN12437	NCU01114	SAKL0D07348g	Skud_2.394	Sbay_4.523	Spar_2.439	Smik_2.405	NP_009820.1	XP_003675188.1
NEUDI_168984	CNAG_05530			AFUB_091590	SPAC22F3.15	MGG_07154	CAGL0L02717g	NEUTE1DRAFT_61792	FGRAMPH1_01G19743	AN6737	NCU05248	SAKL0H07546g	Skud_15.382	Sbay_8.268	Spar_15.421	Smik_15.401	NP_014858.1	XP_003674590.1
